ID,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
3130,IDSA,"Industrial Services of America, Inc.",2.12,$17.1M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/idsa
3131,IBA,"Industrias Bachoco, S.A. de C.V.",48.86,$2.44B,1997,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/iba
3132,INFN,Infinera Corporation,10.87,$1.58B,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
3133,INFI,"Infinity Pharmaceuticals, Inc.",2.31,$114.88M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
3134,IPCC,Infinity Property and Casualty Corporation,89.1,$985.02M,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
3135,III,"Information Services Group, Inc.",3.26,$136.88M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
3136,IFON,InfoSonics Corp,0.65,$9.35M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
3137,INFY,Infosys Limited,15.21,$34.76B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/infy
3138,HIFR,"InfraREIT, Inc.",16.38,$716.94M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hifr
3139,INFU,"InfuSystems Holdings, Inc.",2.3,$52.14M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/infu
3140,ING,"ING Group, N.V.",13.84,$53.56B,1997,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ing
3141,INZ.CL,"ING Group, N.V.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inz.cl
3142,ISF,"ING Group, N.V.",25.88,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isf
3143,ISG,"ING Group, N.V.",25.7,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isg
3144,ISP,"ING Group, N.V.",25.6699,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/isp
3145,IR,Ingersoll-Rand plc (Ireland),81.32,$21.1B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ir
3146,NGVT,Ingevity Corporation,53.47,$2.25B,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ngvt
3147,IMKTA,"Ingles Markets, Incorporated",48.2,$976.52M,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
3148,INGR,Ingredion Incorporated,122.76,$8.89B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ingr
3149,INWK,"InnerWorkings, Inc.",10,$548.61M,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
3150,INNL,Innocoll Holdings,0.62,$244.15M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl
3151,INOD,Innodata Inc.,2.25,$57.65M,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
3152,IPHS,"Innophos Holdings, Inc.",52.77,$1.03B,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
3153,IOSP,Innospec Inc.,67.8,$1.63B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
3154,IIPR,"Innovative Industrial Properties, Inc.",17.1,n/a,2016,Finance,Real Estate,http://www.nasdaq.com/symbol/iipr
3155,ISSC,"Innovative Solutions and Support, Inc.",3.28,$55.05M,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
3156,INVA,"Innoviva, Inc.",11.48,$1.25B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
3157,IHT,InnSuites Hospitality Trust,1.96,$18.97M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iht
3158,INGN,"Inogen, Inc",69.22,$1.4B,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
3159,ITEK,Inotek Pharmaceuticals Corporation,1.575,$42.42M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
3160,INOV,"Inovalon Holdings, Inc.",11.85,$1.74B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
3161,INO,"Inovio Pharmaceuticals, Inc.",6.68,$494.72M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
3162,IPHI,Inphi Corporation,48.68,$2.01B,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/iphi
3163,INSG,Inseego Corp.,2.92,$158.77M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/insg
3164,NSIT,"Insight Enterprises, Inc.",43.8,$1.55B,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
3165,INSI,Insight Select Income Fund,19.1452,$205.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/insi
3166,ISIG,"Insignia Systems, Inc.",1.43,$16.77M,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
3167,INSM,"Insmed, Inc.",14.39,$890.42M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
3168,NSP,"Insperity, Inc.",82,$1.72B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/nsp
3169,INSE,"Inspired Entertainment, Inc.",8.35,$187.2M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inse
3170,INSEW,"Inspired Entertainment, Inc.",0.56,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/insew
3171,NSPR,"InspireMD, Inc.",1.97,$2.9M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nspr
3172,NSPR.WS,"InspireMD, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nspr.ws
3173,IBP,"Installed Building Products, Inc.",41,$1.3B,2014,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/ibp
3174,IIIN,"Insteel Industries, Inc.",35.33,$670.75M,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
3175,IFMI,"Institutional Financial Markets, Inc.",1.27,$15.35M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ifmi
3176,INST,"Instructure, Inc.",23.1,$662M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inst
3177,PODD,Insulet Corporation,45.96,$2.64B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
3178,INSY,"Insys Therapeutics, Inc.",12.03,$863.4M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
3179,NTEC,Intec Pharma Ltd.,4.8,$54.95M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
3180,ITGR,Integer Holdings Corporation,36.4,$1.12B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/itgr
3181,IART,Integra LifeSciences Holdings Corporation,42.33,$6.33B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
3182,IDTI,"Integrated Device Technology, Inc.",24.24,$3.23B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
3183,INTC,Intel Corporation,36.53,$172.71B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
3184,NTLA,"Intellia Therapeutics, Inc.",12.25,$440.94M,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla
3185,IDN,"Intellicheck Mobilisa, Inc.",2.58,$27.26M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/idn
3186,INS,Intelligent Systems Corporation,3.85,$33.62M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ins
3187,IPCI,Intellipharmaceutics International Inc.,2.55,$76.43M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
3188,I,Intelsat S.A.,4.69,$552.48M,2013,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/i
3189,IPAR,"Inter Parfums, Inc.",35.6,$1.11B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
3190,IBKR,"Interactive Brokers Group, Inc.",37.51,$15.36B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
3191,ICPT,"Intercept Pharmaceuticals, Inc.",119.19,$2.96B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
3192,ICE,Intercontinental Exchange Inc.,58.3,$34.71B,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ice
3193,IHG,Intercontinental Hotels Group,47.07,$9.26B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/ihg
3194,IDCC,"InterDigital, Inc.",86.05,$2.95B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
3195,TILE,"Interface, Inc.",18.75,$1.21B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
3196,LINK,"Interlink Electronics, Inc.",9.2539,$67.81M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link
3197,IMI,"Intermolecular, Inc.",1.05,$52.01M,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
3198,INAP,Internap Corporation,2.39,$139.21M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
3199,IFF,"Internationa Flavors & Fragrances, Inc.",125,$9.93B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iff
3200,IBOC,International Bancshares Corporation,38.45,$2.54B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
3201,IBM,International Business Machines Corporation,181.35,$172.44B,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ibm
3202,IGT,International Game Technology,26.71,$5.37B,2015,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/igt
3203,IP,International Paper Company,52.62,$21.64B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ip
3204,INSW,"International Seaways, Inc.",19.09,$556.61M,2016,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/insw
3205,ISCA,International Speedway Corporation,37.8,$1.7B,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
3206,THM,International Tower Hill Mines Ltd,0.62,$100.56M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/thm
3207,IGLD,Internet Gold Golden Lines Ltd.,10.77,$206.82M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
3208,IIJI,"Internet Initiative Japan, Inc.",8.95,$820.16M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
3209,IDXG,"Interpace Diagnostics Group, Inc.",2.82,$14.01M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg
3210,IPG,"Interpublic Group of Companies, Inc. (The)",24.56,$9.64B,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/ipg
3211,XENT,"Intersect ENT, Inc.",13.2,$377.06M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
3212,INTX,"Intersections, Inc.",3.65,$86.85M,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
3213,ISIL,Intersil Corporation,22.49,$3.1B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil
3214,IPL^D,Interstate Power and Light Company,26.1071,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipl^d
3215,INXN,InterXion Holding N.V.,39.05,$2.75B,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inxn
3216,INTT,inTest Corporation,5,$51.88M,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/intt
3217,IVAC,"Intevac, Inc.",10.1,$216.04M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
3218,INTL,INTL FCStone Inc.,37.39,$696.94M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
3219,ITCI,Intra-Cellular Therapies Inc.,12.81,$554.27M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
3220,SNOW,"Intrawest Resorts Holdings, Inc.",22.96,$913.25M,2014,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/snow
3221,IPI,"Intrepid Potash, Inc",2.23,$170.81M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/ipi
3222,XON,Intrexon Corporation,21.91,$2.6B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/xon
3223,IIN,IntriCon Corporation,7.95,$54.07M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
3224,INTU,Intuit Inc.,128.01,$32.86B,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
3225,ISRG,"Intuitive Surgical, Inc.",736.86,$28.58B,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
3226,INUV,"Inuvo, Inc",1.52,$43.23M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv
3227,IVC,Invacare Corporation,12.2,$395.95M,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ivc
3228,INVN,"InvenSense, Inc.",12.26,$1.16B,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/invn
3229,INVT,"Inventergy Global, Inc.",0.4946,$5.7M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt
3230,SNAK,"Inventure Foods, Inc.",5.9,$116.06M,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
3231,VKI,Invesco Advantage Municipal Income Trust II,11.28,$500.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vki
3232,VBF,Invesco Bond Fund,18.92,$215.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vbf
3233,VCV,Invesco California Value Municipal Income Trust,12.36,$591.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vcv
3234,VTA,Invesco Credit Opportunities Fund,12.46,$923.21M,2007,n/a,n/a,http://www.nasdaq.com/symbol/vta
3235,IHIT,Invesco High Income 2023 Target Term Fund,10.02,$216.43M,2016,n/a,n/a,http://www.nasdaq.com/symbol/ihit
3236,VLT,Invesco High Income Trust II,14.64,$118.85M,1989,n/a,n/a,http://www.nasdaq.com/symbol/vlt
3237,IVR,INVESCO MORTGAGE CAPITAL INC,15.31,$1.71B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ivr
3238,IVR^B,INVESCO MORTGAGE CAPITAL INC,25.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^b
3239,IVR^A,Invesco Mortgage Capital Inc.,25.0073,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivr^a
3240,OIA,Invesco Municipal Income Opportunities Trust,7.65,$362.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oia
3241,VMO,Invesco Municipal Opportunity Trust,13.19,$888.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vmo
3242,VKQ,Invesco Municipal Trust,12.65,$699.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vkq
3243,VPV,Invesco Pennsylvania Value Municipal Income Trust,12.2601,$292.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vpv
3244,IVZ,Invesco Plc,32.66,$13.34B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ivz
3245,IQI,Invesco Quality Municipal Income Trust,12.46,$658.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iqi
3246,VVR,Invesco Senior Income Trust,4.71,$847.97M,1998,n/a,n/a,http://www.nasdaq.com/symbol/vvr
3247,VTN,Invesco Trust  for Investment Grade New York Municipal,13.49,$262.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtn
3248,VGM,Invesco Trust for Investment Grade Municipals,13.08,$709.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vgm
3249,IIM,Invesco Value Municipal Income Trust,14.76,$694.55M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iim
3250,ISTR,Investar Holding Corporation,20.5,$145.59M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
3251,ITG,"Investment Technology Group, Inc.",19.82,$646.65M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/itg
3252,ISBC,"Investors Bancorp, Inc.",14.75,$4.56B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
3253,IRET,Investors Real Estate Trust,6.58,$801.11M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/iret
3254,IRET^B,Investors Real Estate Trust,25.6499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iret^b
3255,ITIC,Investors Title Company,135.9,$256.07M,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
3256,NVTA,Invitae Corporation,10.11,$415.96M,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/nvta
3257,INVH,Invitation Homes Inc.,21.6,$6.78B,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/invh
3258,NVIV,InVivo Therapeutics Holdings Corp.,4.3,$137.74M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nviv
3259,IVTY,"Invuity, Inc.",7.7,$130.52M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
3260,IO,Ion Geophysical Corporation,4.9,$57.78M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/io
3261,IONS,"Ionis Pharmaceuticals, Inc.",44.59,$5.4B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ions
3262,IPAS,iPass Inc.,1.31,$86.8M,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
3263,DTYS,iPath US Treasury 10-year Bear ETN,18.18,$49.95M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys
3264,DTYL,iPath US Treasury 10-year Bull ETN,74.73,$5.14M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl
3265,DTUS,iPath US Treasury 2-year Bear ETN,30.68,$7.62M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus
3266,DTUL,iPath US Treasury 2-year Bull ETN,63.21,$3.73M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
3267,DFVS,iPath US Treasury 5-year Bear Exchange Traded Note,30.08,$2.17M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
3268,DFVL,iPath US Treasury 5-year Bull ETN,64.49,$4.51M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
3269,FLAT,iPath US Treasury Flattener ETN,59.56,$3.35M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat
3270,DLBS,iPath US Treasury Long Bond Bear ETN,18.69,$21.06M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
3271,DLBL,iPath US Treasury Long Bond Bull ETN,75.03,$5.31M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl
3272,STPP,iPath US Treasury Steepener ETN,34.75,$3.31M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
3273,IPGP,IPG Photonics Corporation,120.39,$6.41B,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
3274,IRMD,iRadimed Corporation,8.25,$88.37M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
3275,IRTC,"iRhythm Technologies, Inc.",39.72,$878.88M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irtc
3276,IRIX,IRIDEX Corporation,15.2,$171.73M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
3277,IRDM,Iridium Communications Inc,8.85,$847.57M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
3278,IRDMB,Iridium Communications Inc,328.92,$164.46M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
3279,IRBT,iRobot Corporation,57.56,$1.57B,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
3280,IRM,Iron Mountain Incorporated,36.9,$9.72B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/irm
3281,IRWD,"Ironwood Pharmaceuticals, Inc.",16.42,$2.4B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
3282,IRS,IRSA Inversiones Y Representaciones S.A.,22.68,$1.31B,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/irs
3283,IRCP,IRSA Propiedades Comerciales S.A.,44,$1.39B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
3284,PMPT,iSectors Post-MPT Growth ETF,24.8,$9.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmpt
3285,SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.53,$267.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
3286,TLT,iShares 20+ Year Treasury Bond ETF,122.01,$5.54B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
3287,AIA,iShares Asia 50 ETF,51.15,$347.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
3288,COMT,iShares Commodities Select Strategy ETF,34.49,$169M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
3289,IXUS,iShares Core MSCI Total International Stock ETF,53.43,$4.33B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
3290,FALN,iShares Fallen Angels USD Bond ETF,27.52,$11.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln
3291,IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,33.99,$42.49M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
3292,IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,27.67,$464.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
3293,IGF,iShares Global Infrastructure ETF,40.66,$1.41B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
3294,GNMA,iShares GNMA Bond ETF,50,$167.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
3295,HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,52.24,$10.45M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
3296,JKI,iShares Morningstar Mid-Cap ETF,150.17,$367.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
3297,ACWX,iShares MSCI ACWI ex US Index Fund,42.54,$2.02B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
3298,ACWI,iShares MSCI ACWI Index Fund,62.58,$6.51B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
3299,AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,61.02,$2.65B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
3300,EWZS,iShares MSCI Brazil Small-Cap ETF,14.08,$53.5M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
3301,MCHI,iShares MSCI China ETF,49.08,$2.3B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
3302,ESGD,iShares MSCI EAFE ESG Optimized ETF,58.21,$116.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgd
3303,SCZ,iShares MSCI EAFE Small-Cap ETF,52.72,$6.8B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
3304,ESGE,iShares MSCI EM ESG Optimized ETF,59.7802,$41.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esge
3305,EEMA,iShares MSCI Emerging Markets Asia Index Fund,58.27,$270.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
3306,EUFN,iShares MSCI Europe Financials Sector Index Fund,19.17,$648.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
3307,IEUS,iShares MSCI Europe Small-Cap ETF,45.6719,$82.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
3308,MPCT,iShares MSCI Global Impact ETF,49.9908,$20M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct
3309,ENZL,iShares MSCI New Zealand Capped ETF,42.42,$139.99M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
3310,QAT,iShares MSCI Qatar Capped ETF,20.0801,$49.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
3311,UAE,iShares MSCI UAE Capped ETF,17.33,$44.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
3312,ESGU,iShares MSCI USA ESG Optimized ETF,50.5,$7.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgu
3313,IBB,iShares Nasdaq Biotechnology Index Fund,289.9,$8.15B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
3314,SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,131.9,$811.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
3315,EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,30.02,$45.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
3316,ICLN,iShares S&P Global Clean Energy Index Fund,8.65,$79.58M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
3317,WOOD,iShares S&P Global Timber & Forestry Index Fund,56.45,$226.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
